개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,약국영업면적,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정일자,최종수정시점
3290000,PHMD120123290024084000022,2012-11-19,,폐업,2016-12-29,,,614-855,47216,양정비타민약국,I,2026-05-10 22:35:12,"부산광역시 부산진구 연수로 5 (양정동, 양정2동 333-5번지)",폐업,03,42,03,0518689108,388682.041503297    ,187986.201931186    ,부산광역시 부산진구 양정동 333번지 5호,2012-11-19,2016-12-29 10:38:39
3290000,PHMD120123290024084000024,2012-11-26,,폐업,2014-11-03,,,614-817,,다인약국,I,2026-05-10 22:35:12,부산광역시 부산진구 당감로 24-2 (당감동),폐업,03,36,03,0518978025,385776.611014452    ,186874.887527016    ,부산광역시 부산진구 당감동 252번지 1호,2012-11-26,2014-11-03 11:52:37
3290000,PHMD120123290024084000026,2012-11-30,,폐업,2013-06-26,,,614-843,,유한약국,I,2026-05-10 22:35:12,부산광역시 부산진구 중앙대로 757 (부전동),폐업,03,133,03,,387688.543945329    ,186491.579073421    ,부산광역시 부산진구 부전동 267번지 17호,2012-11-30,2013-06-26 14:22:30
3290000,PHMD120123290024084000027,2012-12-03,,폐업,2014-09-01,,,614-810,,동하약국,I,2026-05-10 22:35:13,부산광역시 부산진구 개금본동로 3-12 (개금동),폐업,03,131,03,0518977772,384460.555108568    ,186171.110844775    ,부산광역시 부산진구 개금동 352번지 1호,2012-12-03,2014-09-01 10:09:29
3290000,PHMD120123290024084000028,2012-12-05,,폐업,2013-03-18,,,614-843,,대영남약국,I,2026-05-10 22:35:25,부산광역시 부산진구 중앙대로 769 (부전동),폐업,03,99,03,,387757.68907562     ,186598.74331073     ,부산광역시 부산진구 부전동 341번지 62호,2012-12-05,2013-03-18 13:45:18
3290000,PHMD120123290024084000029,2012-12-21,,폐업,2018-11-26,,,614-112,47388,대학약국,I,2026-05-10 22:35:13,부산광역시 부산진구 복지로 61 (개금동),폐업,03,250,03,0518942800,384074.884873772    ,185022.061757108    ,부산광역시 부산진구 개금동 540번지 284호,2012-12-21,2018-11-19 13:30:04
3290000,PHMD120133290024084000001,2013-01-28,,폐업,2013-03-11,,,614-805,,김약국,I,2026-05-10 22:35:13,부산광역시 부산진구 가야대로 602 (가야동),폐업,03,13,03,0518930973,385600.069821593    ,185844.798903222    ,부산광역시 부산진구 가야동 378번지 12호,2013-01-28,2013-03-11 17:54:21
3290000,PHMD120133290024084000002,2013-03-04,,폐업,2017-01-01,,,614-849,47257,약산약국,I,2026-05-10 22:35:13,부산광역시 부산진구 가야대로 781-1 (부전동),폐업,03,44,03,,387368.598740041    ,186265.230023867    ,부산광역시 부산진구 부전동 486번지 9호,2013-03-04,2017-01-02 11:51:15
3290000,PHMD120133290024084000003,2013-03-12,,폐업,2016-04-04,,,614-810,47170,예인당약국,I,2026-05-10 22:35:13,"부산광역시 부산진구 백양대로208번길 38-9 (개금동, 우성아파트상가)",폐업,03,31,03,0518967797,384741.016804634    ,186563.406585561    ,부산광역시 부산진구 개금동 57번지,2013-03-12,2016-04-04 13:27:40
3290000,PHMD120133290024084000004,2013-03-18,,폐업,2021-07-14,,,614-843,47251,대영남약국,I,2026-05-10 22:35:13,부산광역시 부산진구 중앙대로 769 (부전동),폐업,03,99,03,,387757.68907562     ,186598.74331073     ,부산광역시 부산진구 부전동 341번지 62호,2013-03-18,2021-07-14 11:26:30
3290000,PHMD120133290024084000005,2013-03-26,,폐업,2017-03-02,,,614-847,47286,플러스약국,I,2026-05-10 22:35:13,"부산광역시 부산진구 서면로68번길 1 (부전동, 부전동 257-42번지)",폐업,03,99,03,0518037800,387459.736498573    ,186129.461390963    ,부산광역시 부산진구 부전동 257번지 42호,2013-03-26,2017-03-02 10:38:39
3290000,PHMD120113290024084000006,2011-02-14,,폐업,2011-03-07,,,614-812,,푸른약국,I,2026-05-10 22:35:09,부산광역시 부산진구 복지로 81 (개금동),폐업,03,181,03,,384017.538567667    ,184850.850061492    ,부산광역시 부산진구 개금2동 633번지 192호,2011-02-14,2014-03-31 17:45:27
3290000,PHMD120113290024084000009,2011-03-18,,폐업,2023-01-30,,,614-812,47392,부산위드팜약국,I,2026-05-10 22:35:10,부산광역시 부산진구 복지로 81 (개금동),폐업,03,121,03,0518970034,384017.538567667    ,184850.850061492    ,부산광역시 부산진구 개금2동 633번지 192호,2011-03-18,2023-01-27 09:54:22
3290000,PHMD120113290024084000010,2011-03-25,,폐업,2012-11-16,,,614-831,,복지약국,I,2026-05-10 22:35:10,부산광역시 부산진구 신암로 87 (범천동),폐업,03,26,03,0517460041,387017.365028947    ,185238.051952268    ,부산광역시 부산진구 범천4동 1230번지 76호,2011-03-25,2014-03-31 17:37:42
3290000,PHMD120113290024084000011,2011-03-25,,폐업,2012-08-13,,,614-817,,동인당약국,I,2026-05-10 22:35:10,부산광역시 부산진구 당감로 20-1 (당감동),폐업,03,69,03,0518973217,385776.470016629    ,186832.283602655    ,부산광역시 부산진구 당감1동 252번지 94호,2011-03-25,2014-03-31 17:21:22
3290000,PHMD120113290024084000014,2011-05-02,,폐업,2014-01-02,,,614-847,,리드팜백화점약국,I,2026-05-10 22:35:10,부산광역시 부산진구 서면로 71 (부전동),폐업,03,93,03,,387410.484653005    ,186156.670363159    ,부산광역시 부산진구 부전2동 490번지 12호,2011-05-02,2014-03-31 17:18:49
3290000,PHMD120113290024084000016,2011-05-30,,폐업,2013-08-20,,,614-833,,은혜약국,I,2026-05-10 22:35:10,부산광역시 부산진구 신암로 1 (범천동),폐업,03,27,03,,387275.238070666    ,184496.525856675    ,부산광역시 부산진구 범천2동 1298번지 111호,2011-05-30,2014-03-31 17:12:02
3290000,PHMD120113290024084000017,2011-06-27,,폐업,2016-03-07,,,614-776,47286,2층약국,I,2026-05-10 22:35:10,"부산광역시 부산진구 서면로 74, 202호 (부전동)",폐업,03,50,03,,387469.584540928    ,186168.671007785    ,부산광역시 부산진구 부전동 257번지 3호 202호,2011-06-27,2016-03-07 10:17:29
3290000,PHMD120113290024084000018,2011-07-01,,폐업,2013-07-01,,,614-844,,웃음약국,I,2026-05-10 22:35:10,부산광역시 부산진구 서전로 1 (부전동),폐업,03,36,03,0518022254,387636.170200759    ,186254.181546499    ,부산광역시 부산진구 부전1동 139번지 3호,2011-07-01,2014-03-31 17:10:52
3290000,PHMD120113290024084000019,2011-07-04,,폐업,2012-01-16,,,614-828,,장수약국,I,2026-05-10 22:35:10,부산광역시 부산진구 범일로 190 (범천동),폐업,03,34,03,0516363835,387653.797549383    ,185030.316717821    ,부산광역시 부산진구 범천1동 849번지 1호,2011-07-04,2014-03-31 17:10:20
3290000,PHMD120113290024084000020,2011-07-07,,폐업,2011-08-24,,,614-854,,정다운약국,I,2026-05-10 22:35:11,"부산광역시 부산진구 연수로 43 (양정동,1층)",폐업,03,43,03,,389028.32352216     ,188158.887944584    ,부산광역시 부산진구 양정2동 138번지 9호 1층,2011-07-07,2014-03-31 17:09:39
3290000,PHMD120113290024084000021,2011-07-08,,폐업,2021-02-28,,,,47220,천일약국,I,2026-05-10 22:35:11,"부산광역시 부산진구 진남로 553, 1층 (양정동)",폐업,03,41,03,0518683666,388939.865654139    ,187851.978218298    ,부산광역시 부산진구 양정동 40-14,2011-07-08,2021-02-26 14:36:43
3290000,PHMD120113290024084000022,2011-07-11,,폐업,2019-05-20,,,614-844,47253,고려한약인삼 한약국,I,2026-05-10 22:35:11,부산광역시 부산진구 새싹로28번길 23 (부전동),폐업,03,40,03,,387483.127707922    ,186541.627438866    ,부산광역시 부산진구 부전동 351번지 14호,2011-07-11,2019-05-20 10:38:02
3290000,PHMD120113290024084000023,2011-08-16,,폐업,2017-07-07,,,614-863,47316,명문약국,I,2026-05-10 22:35:11,부산광역시 부산진구 전포대로 140 (전포동),폐업,03,22,03,,388199.583356762    ,185289.690731372    ,부산광역시 부산진구 전포3동 374번지 9호,2011-08-16,2017-07-07 15:35:38
3290000,PHMD120113290024084000024,2011-09-01,,폐업,2020-08-31,,,614-852,47224,우리약국,I,2026-05-10 22:35:11,부산광역시 부산진구 양정로 55 (양정동),폐업,03,68,03,0518520169,389064.656245849    ,187644.110347606    ,부산광역시 부산진구 양정동 35번지 56호,2011-09-01,2020-08-26 15:59:02
3290000,PHMD120113290024084000025,2011-09-01,,폐업,2011-10-28,,,614-812,,정문약국,I,2026-05-10 22:35:11,부산광역시 부산진구 복지로 81 (개금동),폐업,03,121,03,,384017.538567667    ,184850.850061492    ,"부산광역시 부산진구 개금2동 633번지 192호 1,2층",2011-09-01,2014-03-31 17:07:31
3290000,PHMD120113290024084000026,2011-09-01,,폐업,2023-07-01,,,614-853,47222,양정이화약국,I,2026-05-10 22:35:11,부산광역시 부산진구 중앙대로 912 (양정동),폐업,03,50,03,,388550.992604214    ,187781.179818075    ,부산광역시 부산진구 양정1동 352번지 5호,2011-09-01,2023-06-26 14:56:52
3290000,PHMD120113290024084000027,2011-09-09,,폐업,2013-11-25,,,614-813,,민들레약국,I,2026-05-10 22:35:11,부산광역시 부산진구 가야대로 479 (개금동),폐업,03,52,03,,384416.666742775    ,185689.059108178    ,부산광역시 부산진구 개금1동 200번지 31호,2011-09-09,2014-03-31 17:06:15
3290000,PHMD120113290024084000028,2011-09-30,,폐업,2014-03-31,,,614-865,,은행약국,I,2026-05-10 22:35:11,부산광역시 부산진구 동성로 107 (전포동),폐업,03,25,03,,388272.701213234    ,186453.640857425    ,부산광역시 부산진구 전포2동 192번지 5호,2011-09-30,2014-03-31 16:55:23
3290000,PHMD120113290024084000029,2011-10-04,,폐업,2016-01-25,,,614-848,47251,부전건강약국,I,2026-05-10 22:35:11,"부산광역시 부산진구 중앙대로 777, 1층 (부전동, 서면호텔복합시설)",폐업,03,135,03,,387795.767511559    ,186686.460990556    ,부산광역시 부산진구 부전동 573번지 7호,2011-10-04,2016-01-25 18:02:47
3290000,PHMD120113290024084000030,2011-11-02,,폐업,2021-12-27,,,614-812,,푸른약국,I,2026-05-10 22:35:11,부산광역시 부산진구 복지로 81 (개금동),폐업,03,121,03,,384017.538567667    ,184850.850061492    ,부산광역시 부산진구 개금2동 633번지 192호,2011-11-02,2021-12-27 17:51:01
3290000,PHMD120113290024084000032,2011-11-15,,폐업,2013-11-13,,,614-845,,선화약국,I,2026-05-10 22:35:11,부산광역시 부산진구 서전로10번길 60 (부전동),폐업,03,53,03,,387616.817538047    ,185949.643943291    ,부산광역시 부산진구 부전2동 191번지 1호,2011-11-15,2014-03-31 16:52:40
3290000,PHMD120113290024084000033,2011-11-22,,폐업,2012-09-04,,,614-836,,서면마더스약국,I,2026-05-10 22:35:11,부산광역시 부산진구 시민공원로 31 (부암동),폐업,03,52,03,,386948.954199558    ,186897.053699125    ,부산광역시 부산진구 부암1동 93번지,2011-11-22,2014-03-31 16:52:23
3290000,PHMD120113290024084000034,2011-11-30,,폐업,2015-02-27,,,614-805,,성심약국,I,2026-05-10 22:35:11,부산광역시 부산진구 대학로 11-14 (가야동),폐업,03,15,03,0514426667,385646.50726277     ,185769.278449174    ,부산광역시 부산진구 가야1동 382번지 15호,2011-11-30,2015-02-27 09:42:48
3290000,PHMD120113290024084000035,2011-12-05,,폐업,2011-12-20,,,614-854,,정다운약국,I,2026-05-10 22:35:11,부산광역시 부산진구 연수로 43 (양정동),폐업,03,30,03,0518173338,389028.32352216     ,188158.887944584    ,부산광역시 부산진구 양정2동 138번지 9호,2011-12-05,2014-07-15 09:25:20
3290000,PHMD120123290024084000001,2012-01-02,,폐업,2015-06-04,,,614-812,,새대학약국,I,2026-05-10 22:35:24,부산광역시 부산진구 복지로 77-1 (개금동),폐업,03,516,03,0518944477,384027.444868344    ,184886.580069146    ,부산광역시 부산진구 개금동 633번지 197호,2012-01-02,2015-06-04 11:34:03
3290000,PHMD120093290024084000014,2009-06-30,,폐업,2010-11-29,,,614-815,,미소약국,I,2026-05-10 22:35:07,부산광역시 부산진구 복지로 65 (개금동),폐업,03,75,03,,384038.49339259     ,185005.161139883    ,부산광역시 부산진구 개금2동 565번지 4호,2009-06-30,2014-04-04 14:47:58
3290000,PHMD120093290024084000015,2009-06-30,,폐업,2010-05-23,,,614-763,,명인당약국,I,2026-05-10 22:35:07,"부산광역시 부산진구 전포대로 294 (전포동,서면한신아파트상가2동101호)",폐업,03,39,03,,388306.464491104    ,186830.288315552    ,부산광역시 부산진구 전포2동 33번지 9호 서면한신아파트상가2동101호,2009-06-30,2014-04-04 14:47:39
3290000,PHMD120093290024084000016,2009-07-02,,폐업,2009-11-11,,,614-871,,연화약국,I,2026-05-10 22:35:07,부산광역시 부산진구 새싹로 237 (초읍동),폐업,03,13,03,,386481.395166662    ,188372.091879666    ,부산광역시 부산진구 초읍동 271번지 1호,2009-07-02,2014-04-04 14:47:04
3290000,PHMD120093290024084000017,2009-07-16,,폐업,2011-07-01,,,614-844,,옵티마안약국,I,2026-05-10 22:35:07,부산광역시 부산진구 서전로 1 (부전동),폐업,03,36,03,0518087582,387636.170200759    ,186254.181546499    ,부산광역시 부산진구 부전1동 139번지 3호,2009-07-16,2014-04-04 14:46:46
3290000,PHMD120093290024084000019,2009-10-01,,폐업,2012-06-01,,,614-870,,전포롯테약국,I,2026-05-10 22:35:07,부산광역시 부산진구 전포대로275번길 79 (전포동),폐업,03,130,03,,388015.948806167    ,186865.962589475    ,부산광역시 부산진구 전포2동 874번지 3호,2009-10-01,2014-04-04 14:45:41
3290000,PHMD120093290024084000020,2009-11-02,,폐업,2012-01-02,,,614-815,,대학약국,I,2026-05-10 22:35:07,부산광역시 부산진구 복지로 61 (개금동),폐업,03,450,03,,384074.884873772    ,185022.061757108    ,부산광역시 부산진구 개금2동 540번지 284호,2009-11-02,2014-04-04 14:45:13
3290000,PHMD120093290024084000021,2009-11-16,,폐업,2013-06-03,,,614-815,,세영약국,I,2026-05-10 22:35:07,"부산광역시 부산진구 진사로61번길 29 (개금동,시영아파트 15동 지하7,8호)",폐업,03,53,03,,383936.541812435    ,184898.870216422    ,"부산광역시 부산진구 개금2동 629번지 1호 시영아파트 15동 지하7,8호",2009-11-16,2014-04-04 14:43:42
3290000,PHMD120093290024084000022,2009-11-16,,폐업,2010-04-09,,,614-871,,연화약국,I,2026-05-10 22:35:07,부산광역시 부산진구 새싹로 237 (초읍동),폐업,03,13,03,,386481.395166662    ,188372.091879666    ,부산광역시 부산진구 초읍동 271번지 1호 창곡상가,2009-11-16,2014-04-04 14:32:42
3290000,PHMD120093290024084000023,2009-11-30,,폐업,2011-04-08,,,614-836,,세계약국,I,2026-05-10 22:35:07,부산광역시 부산진구 시민공원로 31 (부암동),폐업,03,36,03,0518164622,386948.954199558    ,186897.053699125    ,부산광역시 부산진구 부암1동 93번지,2009-11-30,2014-04-04 14:32:11
3290000,PHMD120103290024084000001,2010-01-11,,폐업,2010-11-22,,,614-812,,푸른약국,I,2026-05-10 22:35:08,부산광역시 부산진구 복지로 81 (개금동),폐업,03,181,03,,384017.538567667    ,184850.850061492    ,부산광역시 부산진구 개금2동 633번지 192호,2010-01-11,2014-04-04 14:31:09
3290000,PHMD120103290024084000002,2010-01-13,,폐업,2020-04-27,,,614-801,47270,보원당한약국,I,2026-05-10 22:35:08,부산광역시 부산진구 가야대로 515 (가야동),폐업,03,144,03,0518963491,384759.75671445     ,185715.078606546    ,부산광역시 부산진구 가야동 143번지 10호,2010-01-13,2020-04-27 11:48:18
3290000,PHMD120103290024084000003,2010-02-10,,폐업,2010-10-28,,,614-833,,교통부보림약국,I,2026-05-10 22:35:08,부산광역시 부산진구 신암로 1 (범천동),폐업,03,28,03,,387275.238070666    ,184496.525856675    ,부산광역시 부산진구 범천2동 1298번지 111호,2010-02-10,2014-04-04 14:29:43
3290000,PHMD120103290024084000004,2010-03-15,,폐업,2010-12-24,,,614-112,,하나약국,I,2026-05-10 22:35:25,부산광역시 부산진구 복지로 77 (개금동),폐업,03,158,03,,384005.650189582    ,184889.751443598    ,부산광역시 부산진구 개금2동 633번지 198호,2010-03-15,2014-04-04 14:29:19
3290000,PHMD120103290024084000005,2010-03-16,,폐업,2011-08-31,,,614-853,,양정우리약국,I,2026-05-10 22:35:08,부산광역시 부산진구 중앙대로 912 (양정동),폐업,03,23,03,,388550.992604214    ,187781.179818075    ,부산광역시 부산진구 양정1동 352번지 5호,2010-03-16,2014-04-04 14:28:40
3290000,PHMD120163290024084000001,2016-02-26,,폐업,2020-07-20,,,,47356,백세약국,I,2026-05-10 22:35:15,부산광역시 부산진구 황령대로8번길 39 (범천동),폐업,03,59,03,0516452609,387670.154303554    ,184921.385507701    ,,2016-02-26,2020-07-20 10:52:18
3290000,PHMD120163290024084000005,2016-03-10,,폐업,2017-05-21,,,,47257,금새약국,I,2026-05-10 22:35:15,"부산광역시 부산진구 가야대로 785 (부전동, 성영빌딩)",폐업,03,76,03,,387409.062099315    ,186248.184231033    ,,2016-03-10,2017-05-19 11:43:27
3290000,PHMD120163290024084000006,2016-03-31,,폐업,2019-06-27,,,,47224,동서약국,I,2026-05-10 22:35:15,부산광역시 부산진구 양정로 53 (양정동),폐업,03,93,03,0518632524,,,,2016-03-31,2019-06-26 12:58:27
3290000,PHMD120163290024084000007,2016-04-25,,폐업,2019-07-08,,,,47361,새중앙약국,I,2026-05-10 22:35:15,"부산광역시 부산진구 범일로 160 (범천동, 중앙빌딩)",폐업,03,66,03,,387627.113611921    ,184737.820386909    ,,2016-04-25,2019-07-03 16:52:15
3290000,PHMD120163290024084000008,2016-04-25,,폐업,2018-02-22,,,,47344,건강약국,I,2026-05-10 22:35:16,부산광역시 부산진구 신암로155번길 45 (범천동),폐업,03,165,03,0516373361,386684.488488838    ,185609.149779375    ,,2016-04-25,2018-02-22 16:42:42
3290000,PHMD120163290024084000009,2016-04-28,,폐업,2018-11-04,,,,47286,강남약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 서면로 74, 105,106호 (부전동, 아이온시티빌딩)",폐업,03,33,03,,387469.584540928    ,186168.671007785    ,,2016-04-28,2018-10-31 15:19:25
3290000,PHMD120163290024084000011,2016-05-02,,폐업,2023-01-01,,,,47285,리드팜 백화점 약국,I,2026-05-10 22:35:25,부산광역시 부산진구 서면로 71 (부전동),폐업,03,93,03,0518068803,387410.484653005    ,186156.670363159    ,,2016-05-02,2022-12-30 09:18:27
3290000,PHMD120163290024084000012,2016-07-01,,폐업,2017-01-01,,,,47241,전포롯테약국,I,2026-05-10 22:35:16,부산광역시 부산진구 전포대로275번길 79 (전포동),폐업,03,46,03,0518163446,388015.948806167    ,186865.962589475    ,,2016-07-01,2016-12-30 11:52:31
3290000,PHMD120163290024084000015,2016-10-04,,폐업,2020-04-20,,,,47119,다사랑약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 동평로 373, 1층 (양정동)",폐업,03,80,03,,388134.48907902     ,188159.517173667    ,,2016-10-04,2020-04-14 11:41:10
3290000,PHMD120163290024084000016,2016-10-06,,폐업,2017-06-01,,,,47254,고려약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 중앙대로 733, 1층 (부전동)",폐업,03,35,03,,387558.683385923    ,186305.568904984    ,,2016-10-06,2017-06-02 08:49:53
3290000,PHMD120163290024084000017,2016-11-09,,폐업,2017-01-06,,,,47358,무지개약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 범일로 177, 1층 (범천동, 스카이오션빌딩)",폐업,03,23,03,,387557.399410445    ,184898.831771132    ,,2016-11-09,2017-01-06 16:07:09
3290000,PHMD120173290024084000002,2017-01-02,,폐업,2018-01-08,,,,47257,약산약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 가야대로 781-1, 101호 (부전동)",폐업,03,49,03,,387368.598740041    ,186265.230023867    ,,2017-01-02,2018-01-05 13:43:42
3290000,PHMD120173290024084000004,2017-03-02,,폐업,2019-01-01,,,,47251,스마트약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 중앙대로 777, 1층 107호 (부전동, 서면호텔 복합시설)",폐업,03,35,03,,387795.767511559    ,186686.460990556    ,,2017-03-02,2018-12-31 17:50:25
3290000,PHMD120173290024084000011,2017-06-01,,폐업,2022-02-14,,,,47254,고려약국,I,2026-05-10 22:35:25,부산광역시 부산진구 중앙대로 733 (부전동),폐업,03,35,03,,387558.683385923    ,186305.568904984    ,,2017-06-01,2022-02-14 11:23:48
3290000,PHMD120173290024084000013,2017-06-26,,폐업,2017-11-13,,,,47256,단아약국,I,2026-05-10 22:35:16,부산광역시 부산진구 새싹로 15-1 (부전동),폐업,03,20,03,,387407.076758977    ,186388.270691681    ,,2017-06-26,2017-11-13 09:55:56
3290000,PHMD120173290024084000014,2017-07-29,,폐업,2017-11-27,,,,47304,늘푸른약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 전포대로200번길 27 (전포동, 강남메디컬센터)",폐업,03,66,03,0518080641,388287.627545636    ,185897.404458635    ,,2017-07-29,2017-11-27 09:33:06
3290000,PHMD120173290024084000015,2017-08-30,,폐업,2025-06-30,,,,47241,휴베이스별빛약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 중앙대로 786, 상가 101동 125호 (전포동, 에메랄드홈)",폐업,03,26,03,0518034827,387908.119183991    ,186683.255444045    ,부산광역시 부산진구 전포동 876-4 에메랄드홈,2017-08-30,2025-06-30 15:26:38
3290000,PHMD120173290024084000016,2017-09-04,,폐업,2018-09-13,,,,47169,한길약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 백양대로 252, 1층 104호 (개금동)",폐업,03,30,03,0519898275,384282.626881061    ,186010.723474547    ,부산광역시 부산진구 개금동 216번지 6호,2017-09-04,2018-09-13 17:48:32
3290000,PHMD120173290024084000017,2017-09-14,,폐업,2018-07-01,,,,47286,우리온누리약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 서면로 48, 1층 (부전동, 현경빌딩)",폐업,03,51,03,0518167501,387460.467886387    ,185915.173288722    ,부산광역시 부산진구 부전동 242번지 3호,2017-09-14,2018-06-27 15:12:45
3290000,PHMD120173290024084000019,2017-11-27,,폐업,2018-06-04,,,,47321,개금현대약국,I,2026-05-10 22:35:16,부산광역시 부산진구 엄광로 33 (개금동),폐업,03,53,03,0519327575,383987.808520741    ,185112.372946592    ,부산광역시 부산진구 개금동 527번지 197호,2017-11-27,2018-05-30 16:23:46
3290000,PHMD120183290024084000001,2018-01-08,,폐업,2019-11-10,,,,47257,약산약국,I,2026-05-10 22:35:16,부산광역시 부산진구 가야대로 781-1 (부전동),폐업,03,49,03,0518057800,387368.598740041    ,186265.230023867    ,부산광역시 부산진구 부전동 486번지 9호,2018-01-08,2019-11-06 10:24:17
3290000,PHMD120183290024084000004,2018-01-23,,폐업,2021-01-31,,,,47127,행복약국,I,2026-05-10 22:35:16,부산광역시 부산진구 새싹로 240-1 (초읍동),폐업,03,26,03,0518052032,386542.206869361    ,188402.14250819     ,부산광역시 부산진구 초읍동 260번지 2호,2018-01-23,2021-01-26 10:25:03
3290000,PHMD120183290024084000005,2018-01-29,,폐업,2020-01-06,,,,47268,수민약국,I,2026-05-10 22:35:16,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 1층 (개금동)",폐업,03,163,03,0518913777,384150.46166498     ,185697.067178045    ,부산광역시 부산진구 개금동 511번지 1호 개금메디칼빌딩,2018-01-29,2019-12-30 09:27:20
3290000,PHMD120183290024084000007,2018-02-22,,폐업,2020-12-13,,,,47357,우리약국,I,2026-05-10 22:35:17,"부산광역시 부산진구 범일로 186, 1층 (범천동)",폐업,03,66,03,0516379277,387630.891412675    ,184998.952572133    ,부산광역시 부산진구 범천동 849번지 8호,2018-02-22,2020-12-11 09:36:32
3290000,PHMD120183290024084000009,2018-04-04,,폐업,2021-10-14,,,,47294,청미래 한약국,I,2026-05-10 22:35:17,"부산광역시 부산진구 전포대로209번길 45, 1층 (전포동)",폐업,03,40,03,0518181161,387880.264938527    ,185959.821242554    ,부산광역시 부산진구 전포동 683번지 4호,2018-04-04,2021-10-14 17:18:47
3290000,PHMD120183290024084000010,2018-05-01,,폐업,2025-03-24,,,,47335,지성약국,I,2026-05-10 22:35:17,부산광역시 부산진구 대학로 11 (가야동),폐업,03,42,03,0518933618,385576.893648772    ,185778.180339864    ,부산광역시 부산진구 가야동 374번지 5호,2018-05-01,2025-03-24 15:38:07
3290000,PHMD120183290024084000012,2018-06-01,,폐업,2020-02-24,,,,47328,개금금성당약국,I,2026-05-10 22:35:17,부산광역시 부산진구 냉정로 217 (개금동),폐업,03,99,03,0518930222,384324.512035919    ,185425.043364456    ,부산광역시 부산진구 개금동 171번지 26호,2018-06-01,2020-02-18 11:07:52
3290000,PHMD120183290024084000014,2018-06-28,,폐업,2019-05-09,,,,47361,미래팜동진약국,I,2026-05-10 22:35:17,부산광역시 부산진구 범일로 156-1 (범천동),폐업,03,29,03,,387624.180973465    ,184700.014576257    ,부산광역시 부산진구 범천동 847번지 5호,2018-06-28,2019-05-07 14:50:21
3290000,PHMD120133290024084000006,2013-04-24,,폐업,2018-02-09,,,614-814,47379,영초당한약국,I,2026-05-10 22:35:13,부산광역시 부산진구 가야대로482번길 50 (개금동),폐업,03,103,03,0518936720,384413.809447555    ,185392.333465259    ,부산광역시 부산진구 개금동 554번지 103호,2013-04-24,2018-02-09 15:35:06
3290000,PHMD120133290024084000007,2013-04-30,,폐업,2013-11-22,,,614-805,,가야우리안약국,I,2026-05-10 22:35:13,"부산광역시 부산진구 대학로 3 (가야동, 세화빌딩 6층 603호)",폐업,03,60,03,,385637.517585054    ,185825.437102254    ,부산광역시 부산진구 가야동 379번지 3호,2013-04-30,2013-11-22 10:52:00
3290000,PHMD120133290024084000008,2013-05-20,,폐업,2013-09-02,,,614-847,,부민약국,I,2026-05-10 22:35:13,부산광역시 부산진구 부전로66번길 50 (부전동),폐업,03,30,03,0518068074,387404.774238521    ,186006.266796573    ,부산광역시 부산진구 부전동,2013-05-20,2013-12-04 10:08:59
3290000,PHMD120133290024084000009,2013-06-03,,폐업,2015-07-01,,,614-815,,세영약국,I,2026-05-10 22:35:13,부산광역시 부산진구 진사로61번길 29 (개금동),폐업,03,53,03,0518921470,383734.276148855    ,184897.302921948    ,부산광역시 부산진구 개금동 627번지 1호,2013-06-03,2015-07-01 09:18:51
3290000,PHMD120133290024084000011,2013-07-01,,폐업,2013-08-01,,,614-849,,중앙약국,I,2026-05-10 22:35:13,부산광역시 부산진구 새싹로 26-1 (부전동),폐업,03,40,03,,387391.27958454     ,186492.56430288     ,부산광역시 부산진구 부전동,2013-07-01,2013-12-04 10:21:22
3290000,PHMD120133290024084000013,2013-07-19,,폐업,2014-05-22,,,614-031,,다나약국,I,2026-05-10 22:35:13,부산광역시 부산진구 서면로 64 (부전동),폐업,03,46,03,,387460.643742242    ,186082.895892226    ,부산광역시 부산진구 부전동,2013-07-19,2014-05-22 13:36:55
3290000,PHMD120133290024084000014,2013-08-01,,폐업,2015-03-02,,,614-849,,중앙약국,I,2026-05-10 22:35:13,부산광역시 부산진구 새싹로 26-1 (부전동),폐업,03,45,03,0518091650,387391.27958454     ,186492.56430288     ,부산광역시 부산진구 부전동 396번지 11호,2013-08-01,2015-03-02 09:46:01
3290000,PHMD120133290024084000015,2013-08-05,,폐업,2022-09-29,,,614-854,47216,보민약국,I,2026-05-10 22:35:13,부산광역시 부산진구 연수로 25-1 (양정동),폐업,03,59,03,0518652533,388869.656644715    ,188080.518591848    ,부산광역시 부산진구 양정동 271번지 52호,2013-08-05,2022-09-29 11:34:05
